,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6.999999999999999556e-01 2.000000000000000111e-01 -8.785714285714260052e-01
6.999999999999999556e-01 2.100000000000000200e-01 -8.785714285714260052e-01
6.999999999999999556e-01 2.200000000000000011e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.300000000000000100e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.400000000000000189e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.500000000000000000e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.600000000000000089e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.700000000000000178e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.800000000000000266e-01 -8.749999999999974465e-01
6.999999999999999556e-01 2.900000000000000355e-01 -8.714285714285688877e-01
7.099999999999999645e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.099999999999999645e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.099999999999999645e-01 2.200000000000000011e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.300000000000000100e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.099999999999999645e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.199999999999999734e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.199999999999999734e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.199999999999999734e-01 2.300000000000000100e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.199999999999999734e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.299999999999999822e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.299999999999999822e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.299999999999999822e-01 2.300000000000000100e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.299999999999999822e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.399999999999999911e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.399999999999999911e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.399999999999999911e-01 2.300000000000000100e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.399999999999999911e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.500000000000000000e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.500000000000000000e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.500000000000000000e-01 2.300000000000000100e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.500000000000000000e-01 -8.714285714285688877e-01
7.500000000000000000e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.500000000000000000e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.600000000000000089e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.600000000000000089e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.600000000000000089e-01 2.300000000000000100e-01 -8.785714285714260052e-01
7.600000000000000089e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.600000000000000089e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.700000000000000178e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.700000000000000178e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.700000000000000178e-01 2.300000000000000100e-01 -8.785714285714260052e-01
7.700000000000000178e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.700000000000000178e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.799999999999999156e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.799999999999999156e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.799999999999999156e-01 2.300000000000000100e-01 -8.785714285714260052e-01
7.799999999999999156e-01 2.400000000000000189e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.799999999999999156e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.899999999999999245e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.899999999999999245e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.899999999999999245e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.899999999999999245e-01 2.300000000000000100e-01 -8.785714285714260052e-01
7.899999999999999245e-01 2.400000000000000189e-01 -8.785714285714260052e-01
7.899999999999999245e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.899999999999999245e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.899999999999999245e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.899999999999999245e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.899999999999999245e-01 2.900000000000000355e-01 -8.749999999999974465e-01
7.999999999999999334e-01 2.000000000000000111e-01 -8.785714285714260052e-01
7.999999999999999334e-01 2.100000000000000200e-01 -8.785714285714260052e-01
7.999999999999999334e-01 2.200000000000000011e-01 -8.785714285714260052e-01
7.999999999999999334e-01 2.300000000000000100e-01 -8.785714285714260052e-01
7.999999999999999334e-01 2.400000000000000189e-01 -8.785714285714260052e-01
7.999999999999999334e-01 2.500000000000000000e-01 -8.749999999999974465e-01
7.999999999999999334e-01 2.600000000000000089e-01 -8.749999999999974465e-01
7.999999999999999334e-01 2.700000000000000178e-01 -8.749999999999974465e-01
7.999999999999999334e-01 2.800000000000000266e-01 -8.749999999999974465e-01
7.999999999999999334e-01 2.900000000000000355e-01 -8.749999999999974465e-01
